,kokkos-kernels-version,cmake-version,kokkos-version
tplw2ptgy2ld74mkj42l23lfbw63uc2a,3.0,50.0,0.0
tppap6p7eqx6oobd7u7pxy7sipi2f7qs,1.0,30.0,1.0
tpy4qjboa32sbmpyqwvevtjtx43kpvyb,1.0,64.0,1.0
tsv7lc2yw6wghpfukddti74vhgkqcdy7,3.0,15.0,2.0
tyikadrgxzmkjpcarhuz3kgcfd25r3rw,1.0,19.0,4.0
u237iu4aqb4yh7crkfxx3ysall4apm6c,3.0,36.0,2.0
u5p3dwooheroyocsa64wcpnkr7f4nkum,1.0,23.0,0.0
u7zeewte2r2lt2x7zqdepxdayyva6nex,2.0,14.0,3.0
uadbv5idkuf6sz37gj4klxms33qawynt,5.0,47.0,8.0
ucztzl53okzlx4v6yorhwkmwxix76rfy,2.0,51.0,6.0
udd7lolvhjte37gho7bhysczqathxwby,3.0,51.0,5.0
uhxt4lyqxpefazhvts6hxktmnynhpz7t,3.0,14.0,2.0
ui7mnhk52qz4oimjy6xdr5iegctruzqw,0.0,64.0,6.0
ujqc7j2i7hsq34n53zvicbiumwynzfxn,0.0,70.0,2.0
umvk5javmaokxp2okpf44qvjbw42ne2p,3.0,51.0,2.0
uwnf7ndxlydfivt57eyzqa3zte7jl2i2,1.0,53.0,2.0
v2gcbqv7kdyxl3izx25vaue4rtcmntne,3.0,5.0,3.0
v3oob4qunapaay3i72msz67yl3zy5vyf,4.0,71.0,7.0
vhu5s4asfc4oxyrsqarlqohdbt7gnuii,2.0,55.0,1.0
vjbmreivuxzd3btofpnrqeutp74qjlgw,1.0,20.0,0.0
vlm5m7zth7gsydhwkuvgkosml22zbi6y,1.0,68.0,4.0
vncbhmfyzaruq5rkn6vh6t44iveeklsb,0.0,62.0,4.0
vnnnmn3ahbn4gzg5wv3py424q3fdivx7,3.0,36.0,0.0
w6pnmyoutw62ho52m7pximnk3w2bdndp,5.0,48.0,8.0
w76mbzs7v4if65hrtpj7lljg4hdbad7r,0.0,70.0,4.0
w7oui6tscpe6nhvpkjfimopdgkemsr3t,3.0,19.0,0.0
waaa2zvix5q46kftqhj7sskjbakaqkbd,1.0,51.0,1.0
wadk5fvwvz3pqht5ticx2zjsh7gqtswt,4.0,39.0,7.0
wbqlrqhgxobvoaubzxchr7spebmb5hgq,2.0,54.0,6.0
wedemrypa4ttk6eoxviyocm44c3aql46,0.0,77.0,7.0
wgx3stra6nktyjwiratokpy3c4i55c3l,0.0,10.0,3.0
wuwhfdiiuanlenvuz3jfu233m2xt2q3f,0.0,4.0,4.0
wymixjdpfk4emdvkeioaiie6ioddyml2,3.0,33.0,3.0
wyzl423ell2mnbyvaswq26guffki4vze,1.0,61.0,4.0
x36e4vxitxyxgw2bbkxf3p7awzlrcsct,0.0,46.0,0.0
x77vyso5kzpossszejvd5namylxgek6m,2.0,59.0,6.0
xld55nu4moovgfsbzm3vrr7uty6hwj6a,3.0,13.0,2.0
xnauacbkm5p6iwdact6fgd6pgscxrwrl,4.0,69.0,7.0
xop25ackfvb52licdj2suapvcltmw6on,0.0,8.0,4.0
xsxdqnjok2tl7ssoo2ojb4s4jpo6bavk,3.0,68.0,0.0
xutvaqbgzyfz5ip4jfhsnh5dzenx3tfz,1.0,0.0,3.0
y4b6kbe4cp4wty54gh3j7wnxzhv6r52f,0.0,75.0,5.0
y6hqd7csus6fjoaxj6ob26tlkrw4bcxu,0.0,76.0,2.0
yj3je4vq3hg2byhityjp6ixtrjfuvsbz,0.0,26.0,3.0
yma65pxmyuyi2hffxkhuleusratnmjkm,3.0,46.0,6.0
yoedvnqrbwd2vxhlod34vzgk52woq4za,3.0,71.0,1.0
ypzz2vj2ddqrnhdzv2552yakvex4ymva,3.0,76.0,3.0
yuocvr4tvzhjhy4unfuc72xnzi4hsh4m,3.0,6.0,3.0
yvh6yafk5gz2ualqfje5tfssx7hmvh6n,3.0,45.0,2.0
