,trilinos-version,openmpi-version,libfabric-version,openblas-version,hwloc-version,cmake-version,mpich-version
gcrp7l2iyyb7mnyd4zihnmnrtv2dse7w,2.0,2.0,2.0,13.0,5.0,67.0,0.0
gfj4jbhzv6shvd63ko7xvrypdzj7hupd,1.0,2.0,0.0,14.0,15.0,82.0,11.0
giojzp4jggwqkduomiztix47hrkrcasp,18.0,2.0,0.0,13.0,8.0,16.0,15.0
glnnbcmdv7xjlp3zwpu34v6cg6n3oam4,17.0,2.0,2.0,7.0,5.0,14.0,5.0
gn7nj7qxfbkssuhn47uyz3fjvg6fcwee,3.0,2.0,2.0,7.0,1.0,51.0,3.0
gtconi4nvmghoyjfcf27urmi6xjd5deu,17.0,2.0,0.0,14.0,19.0,25.0,15.0
hbk3tuk6o3p7mkl7xb2y2mhlmijq74ua,15.0,2.0,2.0,13.0,3.0,78.0,5.0
hcx7etqlfdxbo46yhzubfsfrzuzilmjc,9.0,2.0,2.0,17.0,11.0,47.0,3.0
hdhn7wl64zpzgpzlnehwu2p4cvtmp42h,8.0,2.0,1.0,14.0,1.0,59.0,6.0
hebpmi5spd3wdb7vou3whe2jdzfbs4or,18.0,2.0,0.0,9.0,0.0,16.0,12.0
hpvgzrfcgohzlokagfy6lugfixs6ydna,3.0,2.0,0.0,7.0,23.0,49.0,13.0
hqqqmog65w6rf2gfh2nmi7axyou6mdeo,16.0,2.0,0.0,8.0,6.0,82.0,10.0
hxprp7liaf3gke6vz74tp4qophp2s4lt,9.0,2.0,1.0,1.0,7.0,44.0,7.0
ibl7kahpb32u7sqw34aqsj3twc6jgo2d,0.0,2.0,2.0,19.0,3.0,84.0,1.0
iieadj2ozkavucgavxhi6wce7obrxs2a,0.0,0.0,2.0,15.0,3.0,5.0,14.0
ikcqvb62icc7cz57z3u6rw2ncsjdffwl,3.0,2.0,0.0,9.0,17.0,78.0,8.0
jc5tj6x2vgv7n4x6ewobczjphefojha6,0.0,2.0,0.0,12.0,18.0,84.0,12.0
jiwrixbetgmfy6gmekni3kw2akc77uwt,18.0,2.0,2.0,21.0,22.0,86.0,4.0
jlezboczhw6e26n5hwf6yp6equu6d42x,13.0,2.0,0.0,2.0,18.0,0.0,15.0
jyxf4tle2o4amp7nwfutfshqwcsvxxrs,9.0,0.0,2.0,19.0,0.0,2.0,14.0
jz7mdzo6zc7ceggarnacaarfe2tg2u4a,1.0,2.0,0.0,5.0,23.0,5.0,13.0
k33ycg335ic5l4evgwmw7ktmljyghkeb,1.0,2.0,2.0,4.0,11.0,73.0,1.0
k4pcang5x4jv7fqazw73df2t4belhkau,3.0,2.0,2.0,21.0,1.0,2.0,5.0
k55bhszu4hoqi5pzpwdrvqp54uysybwt,3.0,2.0,1.0,6.0,3.0,9.0,6.0
kp3ahwd7e2jvfrsv4a2qmwuejzzvjvou,0.0,2.0,0.0,9.0,23.0,86.0,10.0
lemmeweyrnjsdh7d6an5szcnkmuc25yr,0.0,2.0,2.0,6.0,24.0,86.0,2.0
lmnppgjfa3zatcybbed3to5jhphsu3gs,1.0,0.0,2.0,4.0,5.0,3.0,14.0
loiv5xh5lzpo2ektdrbdjhgd3dfloynm,16.0,2.0,0.0,11.0,0.0,57.0,9.0
ltl6l7vxo2hxj5ys57tl53alzxkoqlwx,3.0,2.0,0.0,7.0,21.0,4.0,15.0
lw6pdr7mo6sgz6v4db4aqmkfkqgqjp5k,2.0,2.0,2.0,11.0,10.0,25.0,0.0
m3lhfve27cqgzubf2oektq46vcqstoah,8.0,2.0,0.0,18.0,14.0,53.0,10.0
mazxyaehn4geb5cmzohvl6coha26jcdp,16.0,2.0,0.0,19.0,2.0,27.0,11.0
mdbpdospdofeilpm3d6jsefbvc4wfdip,8.0,2.0,0.0,9.0,22.0,39.0,13.0
mlqsdf3cdo4wu7tmodkq47vwekefxwon,0.0,2.0,0.0,7.0,18.0,15.0,11.0
ne56hht7f775jyvdyygwtlvqlsevtbnr,15.0,2.0,0.0,18.0,18.0,87.0,8.0
nmgcrjyyqgwm5zwwjnun5thdsm2i5s5i,9.0,2.0,0.0,1.0,15.0,78.0,8.0
nwct66bz3cmrrgyu6isscjkpyj35eatb,18.0,2.0,1.0,13.0,18.0,85.0,7.0
nyqzawxm4vnipbolhtt4neq6hbtpme4z,2.0,1.0,2.0,0.0,19.0,65.0,14.0
o2x55l7fnsxcc7x73gkqqikzvw6ox4ep,3.0,2.0,1.0,18.0,24.0,71.0,7.0
o6tfyt32zuwklgpcdnezr6y43zayw5i3,17.0,1.0,2.0,9.0,23.0,88.0,14.0
o7wmnklu5tc3n7muqk34dmcpsghjkvbs,1.0,2.0,1.0,12.0,13.0,67.0,6.0
og6opi4zdfbz5sqvulhoomc5nanyiu5d,3.0,2.0,0.0,17.0,19.0,61.0,15.0
oimvmpxzndendkbingv53jhpbszilljx,0.0,0.0,2.0,10.0,5.0,48.0,14.0
ojmlzg75g5vckv4f5uglu5rz7lwiv4d2,17.0,2.0,0.0,12.0,1.0,29.0,11.0
okamplc4bmsnxixojcsikihfp7vc4ila,8.0,1.0,2.0,4.0,20.0,54.0,14.0
okejkjyw3x4bf444voy2qz6forzzq7rm,9.0,2.0,0.0,17.0,17.0,39.0,15.0
oqm2dtt4clp6prq2w7mweaqflwpwdn72,1.0,2.0,0.0,18.0,22.0,21.0,9.0
osoevokdq5rsqukqvk47n3qshjfei3be,11.0,0.0,2.0,20.0,1.0,51.0,14.0
ouh6mi7bkqrbtrfybzogklpxjorwqj6b,17.0,0.0,2.0,11.0,3.0,45.0,14.0
ov4iuw2odpswdshsyie7mf2gbhdg5ggv,0.0,2.0,1.0,18.0,12.0,30.0,7.0
p5bksqa3kk46m6dcdgwe67lzhy7fmmyb,8.0,2.0,0.0,6.0,21.0,74.0,9.0
p7jr46j7gqglav7y7zbxscdemdfhbzjc,16.0,2.0,2.0,2.0,11.0,75.0,2.0
pjrm74qivyfstwf4nvpdwxra6wzasvvh,8.0,2.0,2.0,10.0,13.0,40.0,2.0
pn2zzgoi3t2neyxf6wyrhdfdtoxufmgk,8.0,2.0,0.0,21.0,18.0,84.0,11.0
qpgvfprfmv4leraq3gowyiplwcylvjpq,15.0,2.0,0.0,7.0,4.0,90.0,12.0
qpzun7atwn3bgogwnw5o5j3b5qgjx6tu,8.0,2.0,2.0,1.0,9.0,38.0,4.0
rbu2y7sfukpl5pjajtexv4to7y67hzny,3.0,2.0,0.0,17.0,25.0,25.0,11.0
rhvae4yt7xwwc4a6jwoc7r3zdpb23dku,0.0,2.0,0.0,19.0,20.0,63.0,9.0
rnuymmxur67oxjxcdmraxzljkk3k4kb6,16.0,2.0,0.0,9.0,20.0,77.0,8.0
s2es75rwjre5fy6bokk33fgj25lnzbjg,2.0,2.0,2.0,12.0,24.0,63.0,2.0
s5hoz3iqil6hcnemsf6ua4n5pzn2ikff,1.0,2.0,0.0,19.0,23.0,32.0,10.0
s65pfucizoq456z6kuwrblcii4vizm4s,18.0,1.0,2.0,14.0,21.0,18.0,14.0
scj5i54pnwqvfxmhylet7e3chumq5a7u,15.0,2.0,2.0,12.0,23.0,89.0,0.0
setva5ot3osct6w74x6s4wmepfbusoz4,9.0,2.0,0.0,18.0,21.0,70.0,15.0
sex24uor6luutggmkmraquq52yaawl3k,3.0,2.0,2.0,2.0,11.0,32.0,4.0
sezaeuo57sohaf3tgm5lymmnfrc5qksp,17.0,2.0,0.0,6.0,15.0,19.0,10.0
sseyf6ymblxeombs64l5irhthdx6qico,1.0,2.0,0.0,0.0,21.0,61.0,12.0
stkuks7dwj24np27lpctnlb4ewfea2kw,1.0,2.0,0.0,4.0,25.0,20.0,11.0
t3jvt6bjyp7zxptgf7n5vkpqcb36np4i,15.0,2.0,0.0,12.0,14.0,81.0,12.0
t546krq7cpnhsmmogelkro6ff66dk57k,8.0,2.0,0.0,16.0,17.0,21.0,9.0
tcidp3s2o2sq4v3g273s375fskxrvsrm,2.0,2.0,0.0,16.0,20.0,44.0,11.0
tmrouk7xop3utolfykqrlbi532vdqn6d,3.0,2.0,0.0,3.0,23.0,64.0,11.0
tpeypvr7pdhjg5si74u265pp26of3wok,18.0,2.0,2.0,7.0,19.0,26.0,4.0
tpuxrc5pzm3ussc3yktv46gsyyfboukb,1.0,2.0,2.0,15.0,0.0,8.0,0.0
ughhwaxzm2dsmctoj67hkj2vdyq32jpa,16.0,2.0,2.0,8.0,2.0,78.0,1.0
ujwl7iutvtkt7hpcyywi6uh4zcjlii4q,8.0,2.0,0.0,14.0,19.0,55.0,9.0
unebwhpuqfs6kmrplephvb4kstkuy7tt,2.0,0.0,2.0,8.0,2.0,80.0,14.0
ungj72hbx6rilroar5x5e5r5ghkjvsth,7.0,2.0,0.0,8.0,14.0,89.0,9.0
uszet2cf4s3ul5jex74yfrw3v4g26ag7,15.0,2.0,2.0,1.0,1.0,89.0,0.0
uwpkuo5whzihtqyxyrj2jepa2hd3hz6s,8.0,2.0,0.0,18.0,23.0,67.0,12.0
v7mcbx2zncqwrwjhjqdrxg5giue27hv5,9.0,2.0,0.0,13.0,19.0,6.0,12.0
v7qlsy23t7eszuv5htxj7vtr4xsizurj,0.0,2.0,2.0,2.0,5.0,35.0,4.0
vcpswpzbaxy3ntp3b2pjd5xwtqp45fut,4.0,2.0,2.0,3.0,11.0,40.0,1.0
vip4g4w73dcfxs4qfw556p2pxaluvle6,15.0,2.0,2.0,14.0,3.0,89.0,4.0
vmokiiyfdhjirb6tsu3rvxhp2e6kvfs3,9.0,2.0,0.0,16.0,17.0,71.0,15.0
vpu2f6qnshxgj6jwtojwlcryy3wp474k,8.0,1.0,2.0,9.0,17.0,75.0,14.0
vqhfdcwm25nkccwu5klwxgmpelejsjsm,17.0,2.0,1.0,16.0,1.0,26.0,7.0
vruqa3osfjbbfuiiqo5hdyjqctcdrhru,17.0,2.0,1.0,1.0,9.0,91.0,7.0
vtgnat4bvferub4fiqh4pbrhkadnzh2b,3.0,2.0,1.0,3.0,9.0,7.0,7.0
w2n4525zymafssclcp3gyqf6ptg5e3sf,15.0,2.0,0.0,6.0,4.0,85.0,11.0
wlzjnxhe23ar6xxw353yirxg4u6ztb6i,18.0,2.0,2.0,16.0,18.0,41.0,4.0
wmv4sxttgturybeuskvnun4wq4x4366n,9.0,2.0,0.0,20.0,18.0,75.0,12.0
wngstgnqd5q2kzztmsdx7bx3w4naf5si,2.0,2.0,0.0,0.0,22.0,87.0,13.0
wt7ryynij7fs2ink7gke7xvgb37cu4tc,9.0,2.0,2.0,20.0,9.0,32.0,3.0
xhkhmbx4pzfhdhybux2ookreskomllti,2.0,2.0,2.0,20.0,24.0,38.0,1.0
ximopblnuiifmeydt5c2vk2vmhwki3pj,17.0,2.0,0.0,9.0,22.0,10.0,12.0
xvpbfqqneq75adc73diuw5bhexlud3k3,17.0,2.0,2.0,19.0,4.0,7.0,5.0
ymiafiljes575gzeb67on5yvkb5g7fz7,1.0,0.0,2.0,16.0,0.0,71.0,14.0
zbvr3wyrwuzntafjhpisjwaixjmai7jp,0.0,2.0,0.0,8.0,18.0,56.0,13.0
zcuygbsmmikraimsc7drdzdjw3elfdt6,3.0,2.0,0.0,18.0,17.0,42.0,12.0
zhucblbi6kbj7hlbf5ptlnczq5nvycj6,17.0,2.0,0.0,1.0,4.0,34.0,9.0
zk6pgkyddxh3dxrm6c4rykbx6a4zenta,8.0,2.0,0.0,2.0,22.0,60.0,13.0
zmbsrpq6oylxvj2ebzpvkj4g7w5ma6a2,18.0,2.0,0.0,8.0,5.0,42.0,9.0
zssse4cv4kwmd7ijsbhkxew77b4niwmo,15.0,2.0,1.0,15.0,17.0,75.0,7.0
zxxrfn472z7vk4o32gicnsmkjyblxrjl,16.0,2.0,0.0,2.0,6.0,1.0,12.0
