,cmake-version,zfp-version
lgd2fthxnhsylt4doz66kws5reu2bzu7,86.0,0.0
lmu5tm2cn3uzd4v6hc5axzu45tuz5rin,78.0,2.0
lnluwfnyr6tdy75d6gde6gus2ws4kap5,49.0,1.0
lryxolyyt6mn74ghqmrv6jxogtwjkmr4,16.0,1.0
lsigtrv7q6mta4wrqiflwhudrheqpcaj,61.0,4.0
ltzuqz3fw23kvjbuisw4zqfshlvzw6u5,79.0,2.0
lvqpyhczywe2rfcoavifrzn5k35hzp7a,2.0,1.0
m7rkk7pmew6rtvn2ijkv5awxgbqpooej,87.0,0.0
mb7xegpeqb2kehlt7r427t5rcjardt2y,6.0,0.0
meddcjp2zpb3d77oddqn5p65y7nl2zmm,7.0,1.0
mej5etl2hs7yebhgzrwudfsdgauo62e7,35.0,2.0
mfqlf4h3uxljb7sm4pvtk7xg4hmrr66w,31.0,3.0
mj53c3nvaqxcamt7ezusz3nomxjaydbp,82.0,2.0
mnky57v55aovdxvwy33pkopyiillt5ks,87.0,2.0
mrnly75mwr6f4gydz4qik5ef5yhgl7pm,7.0,4.0
ms5dlm6ws3da7u4p6bxojnwtk5kthzoi,7.0,5.0
n6o2zwefogsjxryfhy63344fys4eky26,74.0,5.0
nk4jhyscerosjeoh4hfxbvqvdpnjmztg,24.0,2.0
nqlgmj5nya4fyckvxrgucyqya5nnnlf4,70.0,4.0
nu3o5kjbsx7glljpzmwo2argpxbusqli,63.0,1.0
nwin65qwt2r46x62g75lk3bduxe7kfhz,77.0,5.0
nzr2zbr2nhvrix3xcjopo6z6ffkr6h5f,87.0,1.0
oakotukcbjdgsurbeswfxmejamylpybk,25.0,3.0
p46y2s3f7lne3k2ahyvoysxlhqruivxc,73.0,4.0
pb66vndkii2yjar45evbqupzi5fyqcxo,80.0,0.0
piui3gfomx7zsha74zdpqgwqio5mdqi4,31.0,0.0
pjq2lrrmq5nql7bzz25ngwz2rlzv5zf6,91.0,3.0
pt4ogvgraja4myjhs22yganb6nrnuq5s,34.0,4.0
pxkpyov7s6hxziya3opz4oh7om7jr7qx,24.0,0.0
pzkur42qwh5veefkfvdys7ddr42qznjl,53.0,3.0
q4kdvw53ggitzzs2qrkac6ucbmbap443,92.0,1.0
qc2dprguwpr3ebdg3f6vxru4y7owh7hd,73.0,0.0
qci6aa5jrbodhrn4w7esum56vgxf5hdl,82.0,4.0
qezvg4s2izu2tplzsvcvt6a57obchh4h,52.0,4.0
qh25y6guc3wjfhxkfpxywaz4soij74dt,9.0,1.0
qn4tr46nlenjzwhhsa26ldnxmtvq7bk3,51.0,1.0
qnzbategnxuugl4i76d77ock74fnbbau,15.0,3.0
qoqbwxhuh2lffkswzbzoghp5y5a2ttnh,27.0,5.0
qpe442fcniz5l3eqjndcd4kzz3kwplqp,43.0,1.0
qsvctarch4j6myz57tapldmgwdkb2ri6,40.0,1.0
qu2l2kvjuuxc53rkr2w47fimpkpvmqdh,83.0,3.0
qvxyejyugvkzzvybnbhywtjswbhmkat6,43.0,4.0
qxkajcvwdg5fxazb262zrcvbjoofauln,17.0,1.0
r4a4nskdkvpz466pjxyxjzrwhjphrkhy,72.0,1.0
r4dsnrg2gg7ns3yjc2dznage2ul7ezqi,21.0,1.0
r5drqree3w5lmpfypy32hnv42xeabaly,18.0,2.0
r6lpibr56bj2mju2ta3ghh3wnxocyvef,86.0,4.0
rbaxd5n4xng73mdlr4l4dphi4wh6osuw,80.0,1.0
rbyaxi5ghuo7v26iuqymkf3nrrenkfo4,66.0,5.0
rjcn2s7lf4bamlehrznm4rqe45w5no5z,91.0,4.0
rjmfyr3td5gfvcznnuzzfzedwdawbi7o,10.0,4.0
rm2z2ufju3su3vyq52yo3nxiq6gp2tto,42.0,1.0
rsdlpfu7dejneqgm3mf3wrtaer6w5rb3,80.0,5.0
rt3vfb5xdhh2apla6nawau7eb7lmnui4,56.0,4.0
rwsiieydiu37vjh54wkdkhf2tdzjmpzc,75.0,5.0
ryuhxdzvcremuedfeifnx6tc5z5skab6,25.0,4.0
rz6qdpksngvum3pbgsjlnm7ewrlqg2v6,69.0,5.0
s3etb5zfkjmv6ngvihgnbavthar4vjej,67.0,1.0
s4pspmgyspxzrjwugcstbwzevy6hgkcm,50.0,3.0
s7vzf5qglpandhy4ex5kfobki6at5tmc,48.0,5.0
scyvm33fbnp35d3akqvi7oxx4w3nvm75,28.0,0.0
sepab222lthjkvkndhqrcajpjoybecyz,6.0,5.0
sjzurcfgunriqtokhrbzwkbigehsiqev,23.0,0.0
sl5gmtlxqg2ofjd66uvshqmeu3o4octm,85.0,3.0
soywil34fujcnggwsg63bi47njwg5pxe,35.0,5.0
suomvilaugaetbw4nmkxsemyso6j2s46,48.0,2.0
svr65vsxw5bbb5thdtzssf7itymvtv32,29.0,3.0
svxiyc4bmag6v3tv7na722iqqw4thj3m,17.0,5.0
sy63lhio5lhkzuzi7hxj5r4vkdgx5zud,56.0,2.0
syrrmgqe6enwyw7r7pq6545uqqkb2llk,63.0,4.0
t2ebrhza72igv4d2ika5cl3y3wxe6g66,71.0,5.0
t5yyitdv6crlwy56lpugl3ohyxmk6c5l,39.0,4.0
tand3bffelozgvzy424kuipobb3m5374,36.0,2.0
tdoij3dqzkuicegxyi772a6eizbii23z,78.0,5.0
tf4dnorwvsmpydg2qxck5ivjqjjjfd7n,59.0,5.0
tjqw4kb5pshh7ry3dlofyam5hdn64ejr,49.0,2.0
tmgmaioqsvi5phrzciko66dvgcnepmd4,12.0,4.0
tn5q4kygz5vhjczravp5ik4oecpzzju7,9.0,3.0
towm264iyzzkg5k4aplnesvxecteav6h,65.0,3.0
tr2m7kms4ad2sp6za3jslixga3ouqljm,78.0,3.0
tu4ujb47irqxs6ng2s7sz4fb7n26ly3v,50.0,4.0
txufzsiq7hmajp5samb2otqllshfccbh,88.0,2.0
tyh5p7qohnj3hn2hmwg6ryoerkuccdpa,92.0,4.0
u32akse7wtb53erc5jskyezo6ff5nodk,19.0,5.0
u7jsiw7h5io3velah7rlopb2ywzhbzuo,4.0,3.0
ua3qovrwxurbjbp5m3v4boq3kqv3cicp,25.0,2.0
uajffpejlddptltgyvwvf5yvi7rjisfg,45.0,5.0
ubu23ie56izpwngjusobmyuhzh66v57m,61.0,2.0
ueafoadgtynsnzb2mairwvppf7pzguqw,80.0,4.0
uhcubwin42cg3r7zfhmd4ghkhvldfokx,38.0,5.0
uhjhtkdtnx2isv6xzrno35xr4x23pwug,41.0,1.0
uj2sbyxbgo37den6wdlq7ypra3xp2r5p,82.0,1.0
uozgpy4yzcmdivy5xasxnzietfplx6j6,79.0,5.0
ut2gtj4atej73crcnlchbljs7ph7oole,75.0,1.0
v6abgblufacdbbcpd25i6l3njl7n37jq,47.0,0.0
v6bzy7h3xbmewtzssbgy3tysci7w47cl,76.0,0.0
vbjo26i7jtzz7tw7mkgwy7tll3hsnner,22.0,2.0
ve2f6g2ybrfupd2v5ltsev5gorrr7rkt,32.0,4.0
vewwczrpu7xcacmnta3opbwu6yj2z5wx,42.0,2.0
vhokayipf3lceuh4s6u7dhhvnumbxvbx,2.0,0.0
vldvppx3sy2kxo4pzoah4ywsnhn4qz5m,64.0,2.0
vns3smofsvkzkn5t7kuczmdzsvbg6kcd,55.0,5.0
vouyi4wld4y6e4zc3t5roz3xikok3cl4,21.0,5.0
vpbhcu4brjtgnwgp7nqicj3pal6ijpjl,66.0,2.0
vspafzco7xg6wrgcnczonhu3tmj3wjd2,56.0,3.0
vxgmcfdacrl3salfv5rv7fd7lo6zf2qq,56.0,5.0
vzf7r6l5fce2uqkovyvwoka6x7d266nh,11.0,1.0
w24jagem774u6xzo7mnxfrx5afhwjvg2,77.0,2.0
w2m2ml3pl2s6powqlljg6fbfgpphotoe,91.0,1.0
w2mphkm6u3khzbmif7xr4w46kzptmrte,67.0,0.0
w642wpjqwx2jpuqwaedeuaigpisvmojx,28.0,4.0
w77zf5mctfu6xugllvwgj2lkektcferc,87.0,4.0
warcrlrhioaofcu2pirgh65lg22lvzlg,15.0,5.0
wcsquufa3kikeczds2kujkzhokjg4a6s,27.0,4.0
whxdc4epwk7hentutvussk4ttwfxduty,11.0,0.0
wk3e25iciyzeugx3qegojpxx3ch2bvlm,57.0,2.0
wnket5b3d3vbvynw3c65nwnz3nowyhpc,33.0,4.0
wqliedctt6t2nbkf33kjvo2qp4z73ty3,66.0,4.0
wr4kcpvw7zhvbfam546ynztfqgii3ooz,58.0,3.0
wslpt7t7tkar523i547a7svhxnyrnyd2,81.0,2.0
wuaa5mwsrczflzvyojo65lktwf3mgzzg,89.0,1.0
wvefvhxu3zk25dpjvoiu4je3ngzc5elv,20.0,2.0
wz2f5rvgux7yhcnot2zdgpd3ruzkbfzb,62.0,5.0
x2tuc26yok64j7odzely7rhqumun6brl,78.0,0.0
x6wmmusequebrlbpsnspyeqyt3yxqi4w,43.0,0.0
xdcxlbepq4oojawb2fpfu3apyqrbt6gv,19.0,3.0
xj3yhpscal33hkgipn5kvzywvzb26bg7,65.0,5.0
xjenvrui4odqfxtpcwrissaq5yue6xt7,2.0,5.0
xm65ivtq4bcrdzjden77kk6davlshcjy,79.0,0.0
xoev6bdmwjnlmurq3zf4sza2e4zjb37h,71.0,0.0
xrif6qj6vdzvqripanfvhpkzwxk2vcqz,15.0,1.0
xtz5nj6v37ddtel3ewym5xoccf5e2rdj,82.0,0.0
xurqfrlcu4ahkjkp4yvkn25qqrhlnlue,83.0,2.0
xvc2gcojs6trylofvbl6raxhjmpytehl,19.0,2.0
y3ypbfputwaq7xmcf4hgmlkdhxlkfhco,76.0,1.0
y6qqk46jjifbe3wve73as5mejz45zt3b,23.0,1.0
ya6cjbxh7xt4wzpy5jf6kntyvcurgg52,22.0,3.0
ye7p3fbfro4cxenp4ziys24izw6akkdg,60.0,4.0
yhrpi3iscnonkf6f7gdjlnovav3254qg,90.0,2.0
yrnqdxed3idvxe4jteq3qcquw5dcxpdk,80.0,3.0
yucu7nfgijmucc7qgnl5tzcnuo2ufvbz,68.0,3.0
zffpbdwcvy2fokfj5afqk6kilbyfif3f,40.0,0.0
zgjyqijj2trlzdreq3niarozm5sejtok,66.0,3.0
zh62f6iorcnwagclbeq4wuaxjweyfjop,60.0,0.0
zi4d72h6q47yb65dmhk3vnlxfljd6wac,62.0,0.0
zm5byy3ednqn2tjtjj2ulxmzd6o2n6vx,44.0,1.0
zmt2gdekfa2w6ydwxtpugtwk6dq3hihh,88.0,5.0
zn3be5zax5ehvj3ofvu3yun2t5r5ccl6,80.0,2.0
