,cmake-version,kokkos-version
h2l7z6wdnmuvaxllj7nz6bpe7zg7jqyt,65.0,5.0
h2neiey3dvruihf3u2qn7gaf2eb6usba,29.0,6.0
h4y2sfute76p2x4hrypr7cwkeysvzsl4,7.0,6.0
h574w27avmg6wkpzkcidwa53wflmofjc,49.0,6.0
h6qa7zccft4deytt2osjb7orka264nop,28.0,5.0
h7nfiwgi7qy77psptan6jientwob5xsw,6.0,7.0
haaiufpsa44ftobg6wo37jji7ogwmzjk,11.0,2.0
hapfa5rs6tut4hopkgqwlug6cn62qyqd,51.0,5.0
hc7ncyiapsbozpf7bmbcjpdluxlpninc,50.0,1.0
hdid2bg2hikqq3zjzmdlonxxigcxdotr,65.0,0.0
hdx3no7dcn3tscfvbxskedvpfrxsumyp,26.0,1.0
he2xm3kc37lammkfum3iq3jrvgijo2e4,33.0,5.0
hhr3n3z7q2sxjs4frgcgbat5pnijo5r7,43.0,0.0
hk5lfxyaiqt7x4cg3wnkmnlp5wuz2loo,52.0,2.0
hq67ye667upgp2xzpjiypm2xrsrymcbd,49.0,7.0
hqjjgwiwm4tlp3wuscp3pidtv6wp7kae,47.0,3.0
hsvz5ewhmewvzczbmoc5gv3eden7s656,21.0,7.0
huwp2qscwev5h55hza775ianwuvgbpmg,41.0,0.0
hvq7dnpa6umgmkk5sxwtmh2nsna3n33z,62.0,5.0
hvxsutbiqh5nhsn52ou3h3yuwkcfounr,16.0,6.0
hx3i4cwjfsn3gmfo2ud7mmi3pxqeex47,13.0,5.0
hxfplixowrmfgvwmgrcatu3xh2vnxdqw,6.0,8.0
i2qjiqd4u5fo777k3tft3fziqib73xeh,69.0,0.0
i3ksmnfq2a6uwc46afxunrwpswazbqq4,38.0,8.0
i3ms4mxwexlxo7gkbaa6pkdwzjmep23h,5.0,8.0
ixq6d2lnnjzovyaokdovpqyy665aoi6w,39.0,4.0
j5xfn47p2m5q7merzhjelquinvjdqvcb,75.0,0.0
jf6wxs3z7bwu45p2qqxwfyniyqamftv6,77.0,7.0
jggb555u4npeupb3zlm2yq4lbnimsraq,31.0,7.0
jkppdrasyfomp4cokljkeu2j2uyzb35v,15.0,5.0
jld2bph3rvkpd4etwtl5omy36rrvv5t6,77.0,3.0
jlu6fq3t4mfgtp4rv4qtm4sl2lndsydg,77.0,0.0
jnip4effunn6jwl4xai6bipoqq6nt2gn,2.0,7.0
jof4w4vi3nblwouktwkzcu6jeeojyya7,70.0,8.0
jpyv7w5ccpszxohgnxhrrbgzudr5xmmz,29.0,8.0
jrk2abqvfwjaskjurhnbg6uyvm7idzm5,46.0,8.0
jrtyabpbwkog3354i3q557544yydzjlu,5.0,5.0
jrwsq66xlfvto2rcoo6x2hmzxmytxn5i,38.0,7.0
jsngdjmejfwbmkmsmrlgumlsuscjtllj,53.0,8.0
jttb2hymdedtblqbzawuktqdqn32lhdi,73.0,1.0
jul6btcflfdnyq4uipoa3p4wo6ham36d,61.0,2.0
jvujit2pkcmppyal4kfmdhebsgo5rzcp,17.0,8.0
k22hgmorcjgikxljk4j4ekghy3pgsusb,60.0,1.0
k6irep3ziuk4olwi7uafhsr7zv3i3rxm,35.0,4.0
k7b6ch2c6pjp4lcvje6lyfwugvewyy3s,33.0,0.0
kdjbgbbq536ypouyluozq3lrbmlwdlvl,11.0,6.0
kfwu4efqgzwwh3ob7zpmh4txr3fhnuyx,4.0,5.0
kfwvnafca23iqwlvaag4gzwwjgwaxwka,73.0,4.0
khdk627wkuii4ujcomog65z4lgam4ikm,44.0,3.0
kndc3w4izuuifi2deazmpiffcof7h4co,56.0,1.0
ks6epjbdptv2iymmnadpecuyqedgvj2q,73.0,6.0
ksluc4bj6ul27jdej65rpojeakz6i3qm,13.0,7.0
ksop5uygfb5brjpfiodtnazotpt6fakf,57.0,3.0
ktt7423mgcnjqzkorm5g77suuszq3uld,5.0,4.0
kuixsziwer6isik3pwhpf2xpp6w26dqi,41.0,1.0
kv5q5pgnhnwiimww4snu2l46plcvcrfh,44.0,0.0
kzr7w7qq5tzvfcrt4ufrkjnaifaj3lxs,57.0,0.0
l4leww3kmct4vrqg7ln7m2mwmcstx4ed,77.0,4.0
l6wz5w4c337rtcxugc6yccbnq3x7ivwp,38.0,2.0
l7p7aen4ulb4hpfizfrzzhfmj7rnnfg5,21.0,8.0
lahg4sqchvroic5m4ji4zrlcvvwkahuj,14.0,5.0
lbxppee77llv4lklboap6jgh2wyaobjo,25.0,3.0
lbywf5efxzu7p7x4hrjuf5ai66hmz2zg,51.0,2.0
lfjpue5ylgkhhjux4hhutxwp6k6zthpi,44.0,6.0
lgrky3mko6jnm4iargfs4ezs6xirpvgz,44.0,1.0
litvgacqjsyds5u3lplqeumcoat5p2gm,30.0,8.0
ljmin4fhdnbrlr76ibl4k7pkj255dwli,55.0,1.0
llmjtaoagublpsioczxvhpgjkziigkja,46.0,5.0
llnewqiv3v43x7tmvtybpulptwmxfq4f,45.0,0.0
lp5p2vezqttecwdguz3p6wjgrucd5zhk,11.0,5.0
lqlp4wuakcjbrp53ywnmireszgnrpqtv,61.0,6.0
ludxbpimhgnxi2cyb23v26hbzemgwn46,51.0,3.0
mzjyzdvqj22jern6efkj2hv4dsmue5pr,10.0,5.0
n2gjvzltztg3zditx6d55vgizbhd2uib,66.0,4.0
n2wqdau5r2fzu3bajj6ez6jzruasamog,2.0,3.0
n3xdiyt6ja2r2wiupckaiwoq2tdp4yo5,25.0,8.0
n6ijvxyr7rffvtk2wdaneqivibk7ajqf,62.0,2.0
n7zlaspxt327vhklycawwrifb5xhah3w,7.0,0.0
ncq6syp336fmatluqjaxx3ihilmg34fg,21.0,1.0
ngcrxi2cyej6dlwemmt7xl3qrufihzwh,45.0,8.0
ni5ltbq5huywe5gtg3p3sbn5rfl7y2vm,37.0,7.0
nkjbiimdn3yqqpoqu2mzgbcrelthm2yx,25.0,7.0
nmulw4waioxfrtoqazvlijbetpawirql,36.0,8.0
nofsprbnruwzq4ys6hkgo63rb5m4lvly,37.0,8.0
nts2k5j2nay3xuqatchgjxd4qnhlhiav,44.0,8.0
nuzqx7d4n2tpebxwuqs3lhinq5cybmxu,68.0,6.0
nz53jkuun7si4kbubj76l473vm2qg7b4,35.0,1.0
oarexfqsu4pxchby4waln7favqsmg4z4,15.0,2.0
octtppvbe4mdtnolxaqig6laieolkeab,76.0,6.0
oejhj4c5lagw2diw5tqrnup3pk7iwrpc,62.0,1.0
og364ehnv6k7zych4jtbt5myvt2akwk5,14.0,4.0
oieo4ej2sbabzae4db3ud2btq77b3zic,36.0,7.0
okjtjhuziu5rnvhxary5p4n3ahnvqf6t,21.0,0.0
olg3tffthrjrlzpbnmz54s4bkkv5qeg5,9.0,5.0
oqwa3jr4ldio2765i2wecze6zqnhksav,42.0,6.0
orjb7yrs3me425tbescxide5wjkr4g2h,58.0,1.0
otvd4xfy7ejtxfgyswqvakvuiesx62vd,35.0,2.0
ouiu7v4ea5t6ryv3iq6uuyojfyd5r7if,70.0,2.0
ozttd2h6mmv5uazri67u4vr2wtgk62xz,45.0,1.0
p5dvubfqglan3t73fsuogtwjlbonbjhr,9.0,2.0
p6qltkwld5zfoensmjx5rsfs5yi4bshs,78.0,3.0
pdwnpx6hi6v7a272v7wnlwbuomvw2wb5,14.0,6.0
pe64iq3hzdowjxzl7cm363dn5nim5ly2,30.0,7.0
pf7za5shnvxpj6twaehcziv6ljhsfxqm,28.0,6.0
pfh643cycmnoq2igz7db2hvd5cmplfdq,50.0,6.0
pha37nnxedcqimzhozhuzzxrjhil3dvc,12.0,5.0
pihqf3ozzhwpyuls5jjscgacvnajwhia,35.0,5.0
pkwt7erubta4ji5pb4mrnjxu5i5nfsa5,72.0,6.0
ptfepw6ktlfymrqdaphpoisugsgqeedb,49.0,4.0
puvhgt2fjiznjxcxajvhuzexrvjuazwb,46.0,0.0
pvfy27gyfrbtesduumlp3r37vlwuf7pi,17.0,6.0
pycmnhaxathgkgxh6kckfnv6rigyf4o3,54.0,6.0
q22733rvaeukhljxh77wdqskxi4nmrvd,35.0,8.0
q3avfefwxrk6axcosmsexcvcl76ramut,12.0,2.0
q3kp4nrhyp6nztl3eyxjvmmaekdxabl3,63.0,6.0
q3stzv7x4p3ruw55vaqchytivonzpiis,21.0,3.0
q5ezoct4lnfpqoanzhs72hlgq7wjcddj,23.0,5.0
q5tp6clguyjr7otbq657xiyvyfnmc6ug,9.0,8.0
q7hqj6lqcafjpp3ik3dlcholeaznhpin,68.0,2.0
qajhdgib2aafrhquxz4dcc5xx3m3mjk7,54.0,3.0
qcfchnzxennqudg5zirjpzvgpp5rgxqs,55.0,6.0
qdvodwlz4tl4k645weaoaxrf6yx2s5tp,72.0,7.0
qfkrpwzohclbu3imeg4nxszmfeuqk5ml,21.0,6.0
qfpitbg7kdsdrzzkn5qvdaquhn5z5wth,64.0,7.0
qgrlfyvwhjny7ralxndxagx5vgayy5bs,34.0,4.0
qhen3h5u6jb6volvinlpygq2geev55ve,39.0,7.0
qk3qvm37fxwtknn3gxniwlu6k223yviz,22.0,7.0
qklt7resfknaej24x776fortrftbix5s,22.0,6.0
qlqf4mbj2ncgbaxaqyryz52oh2r2snxl,7.0,7.0
qwu7y3sgffyy2t3fypn37dhmtc45n5oi,3.0,5.0
qyepztylcihv3zhk5nh6xkmp44hvebnd,5.0,2.0
qzplpkvyjy2sn5qzmnhjyufd2pxctbrc,22.0,2.0
rbimu4eugua4k4paf3vgv3omooffjzps,51.0,1.0
ri6zvywsrnamx3zqce7zb3e3astawzkv,45.0,6.0
ridapzjywlyfsfat5k4pyegq5nr6nr3b,15.0,4.0
rj5enveu4md2vobjprgfsavbfomlpmg7,2.0,4.0
rocmuezvptpzfwt2odb6lwcva7hk3vg6,42.0,1.0
rpvwglgx3lpflytzoii2wznlx2ksex6i,39.0,3.0
rqbltm33rkbstqkinicxifu3vlerhanz,46.0,2.0
rqv722dx3zhpj3fxoumnogwkwboz2jz4,34.0,7.0
rsh4tb6oxy2mvy4g37zupcaqm75ye6nk,47.0,5.0
rvdedvp3yhysmmmpyde5jfnplcixz4iu,67.0,3.0
rwjqo2zdv3eyfguffzqqji2g6bqsw5pa,71.0,4.0
s255vnfn6lcbeuh3srb4npzbuh22aztl,72.0,8.0
s4w76ebfpkxozac3by3axv423phhzjth,24.0,2.0
s5qd5c3ya4v2iijeaw7nmgpodzjvuofa,47.0,0.0
s6pcp5xd3q6ethpuox3gtdppshyijlgo,34.0,3.0
sg2mtbixo5f2d5i6ng6chsyzogdm3yqj,27.0,8.0
sgy4kifag5r7mnzhndthrkw34zvxph73,16.0,2.0
sld7xwj5klizmlslyt4nfxw2zf4pg3dt,43.0,5.0
smywsl6eplesmd5w7hl24vibv2g6sqkp,5.0,0.0
swsbhqqrwqz4hpdqviyouvgunmo4kogo,34.0,8.0
sxetii5zvd7vkawu6x2zkfalfhyvhnc2,6.0,6.0
sy65nnvgy2yuyeu537zspr5ynz62vtkh,1.0,2.0
t3mbppkkv4vbut6auzymq3vnkxr3ajyr,33.0,4.0
t7stxbfmrowvx6wnmdorygrla6mnxfqs,9.0,6.0
tcpgfaa2ytb2hibp2swv2qczn3px4hf3,66.0,5.0
tcuuhdv2k55ytzyznynrueqgpo63ldwu,38.0,0.0
tf7ttr2ahfo26rfyk2hfixy5c7en5mdn,10.0,7.0
tfrxuggihafdgivz4lvb66yopofywdtt,48.0,5.0
tg3vlyrykqgp3oxbgalow6mknn77dias,0.0,5.0
th74t4mgbuxgv2vlyzpfguiucu33cwyv,64.0,1.0
thxx3cmhwlezwk2nfkak2ygbjajtoogr,39.0,0.0
tktscirarwqkcb7lrwcwppcotlfgrmsq,31.0,0.0
tlhnc5aedx4ejzdyfmtrtdywuf4otoju,55.0,5.0
tm62zn6taszcid622fklkmazgwwegkek,68.0,1.0
trzcytugun5bx5oqia5jyyukut3espdo,77.0,8.0
tx4zoq3vxc5fbvthtotcxs4dsdn4eyxk,15.0,8.0
ty6eqi557h6ejyvl533wlhluv3g2l3sx,42.0,0.0
ueropyis6z76textuguvfw7xquwoidmu,23.0,8.0
ugklem6rxca6pvmdovrr44qtru5c647s,12.0,6.0
uomxdkazaey3cxgosini5dy37mvp7p5f,1.0,6.0
uoyk6f7bne3ozshejxru3u3r7d5bk5uw,58.0,4.0
uqichh3ij77rffn7xrlzgrzw73fv2met,67.0,0.0
uqjexelldunu7rmnw7zfytwlxupogouj,11.0,1.0
urkrwc573gnbal2mhpslme6ebeirm3l7,20.0,5.0
uubtnk4eppaam3ddvxfc5n4vtxh3jfyj,36.0,2.0
uusuppib5yscrsjnfvwp76zatyalhq54,74.0,3.0
uvef6bmr6okjhi4rj7trmv7sqaiq7tpx,33.0,6.0
uvmidrjfsmn6c2uq2ucycg4k2iifordo,19.0,5.0
v3hfvlnxhm7vx7q6sgz2anaqpsesql2i,28.0,2.0
v3kn5nolqsgco2umg2cxjojo2ycny3sm,31.0,5.0
v7b5uoyzay6yzmju5h6p7l6dsvxyeuwo,0.0,6.0
v7plns5wnxcxpjrvayvkfddorq7zyfy6,50.0,0.0
v7t2qgz5hvhpetuih3uni2awk52zxhfk,78.0,2.0
vfzhaelfnezb6t5jtjcaf74xksftuowm,18.0,7.0
vi55abywlqbmug2zy52jwsur5mzxrg3e,17.0,1.0
vjygscr56s73opbka5stgbjo3qnmoygi,5.0,7.0
vklodnf6bv2pgpb4jr5fe5y4wcumtekc,38.0,4.0
vpcgzhu6kplbuzk2d7ltipso7easyi6v,71.0,0.0
vqti6bk7y4hvew525azg3p2fz47y5qg4,8.0,6.0
vrnkq35wg5fqmz43vmk3qzrfvjxarkly,63.0,1.0
vrp5xx7yl7liznewapucdzxqtrfq4eac,20.0,7.0
vvhg5nskrnerwopvsxum6ifx7rahlr5h,42.0,2.0
w2ybbtlnnrkeej3hskanu6n5qpfy77sv,13.0,0.0
wfvm5kid3itptldqyahutp27gc622dye,13.0,6.0
wgjm5l4tzhrajbvcror4ktbwenda47v7,26.0,0.0
wxcl7nfuagk2iqvrdppg7a4huw4r56uz,33.0,8.0
wxmoxasajkksbdiz33pfv74phau6yukd,74.0,4.0
wxpfocrvj2ewi6f3hc4q735yhmp6dm2o,3.0,8.0
xa5sy5wf73sg4g3lk6z7uzwmm4boy5eb,65.0,6.0
xdfmwe4uh2h5pbvfql7y2kl2wujtxjtx,2.0,6.0
xdsxx52iaza7bhdyx432spydgbpwobty,30.0,6.0
xgs22mcdinealbm22mgeede74acql2kd,32.0,7.0
xhtz27dofb54fkftk3zua6ysqsojg3li,8.0,8.0
xljkzjvanzqeppxixtj5a6ri3lgmli7j,1.0,5.0
xqeejcprxmc3jvaoamtwj4j2ktplgdjw,74.0,2.0
xspklzcs2acmwxc6bbbv42yguu7zwjr4,46.0,3.0
xw2xht5zuw5pg2me5hefj6gwxs5cem7n,12.0,7.0
ya2om6xofcfux7ljdwc2allvpotd5kj5,31.0,4.0
ya3ndhh4azov2maswo2q6xs2jjotka2h,16.0,5.0
ybobccxa6doq44rcli3jyrrdjizosrec,0.0,3.0
ydbgsqdhdk7fbnvzgynfqykrltarfntg,33.0,1.0
yemcie225t55jruge2bdyd6bicmjc7uq,39.0,5.0
ygo4vtrnzfjv22e6hjjjdhuss2o7e6kt,10.0,3.0
yj3unl77icy7wsk36cgrqarwhpagoeio,27.0,6.0
yjthtn5lrwuonrd575775kzakjomhygg,64.0,4.0
yjtue4qvr3ej445mwbb2m44hyns6piy5,25.0,0.0
ykknbwthw3uvzhgbacdo32sckejfp663,56.0,4.0
ys66ph6q54jezevqvwik4fdorhz4dax5,47.0,1.0
ys6rjusfjkalcon3pvltgqnv3znet2x4,0.0,7.0
yuyjtklkw6koanxgkrdljmkuxzqhmapl,68.0,7.0
yvoc2qfvqygipmdn6sb6vaz3dojjpkxs,27.0,7.0
yxjykn63eb4bxd4cm7kzioihujh2w37f,32.0,2.0
zdu6nhaw6rvtwp3evp76cyqdh2pjvthb,20.0,2.0
zfbhcnh2ubrkhwkpjgpbwvijhy4rrn2y,29.0,7.0
zorxkahffmolvrfoio2vlwo4pyy7ssyz,75.0,5.0
zplrzeheyqahszat6gp3ocapahsmtqti,54.0,0.0
zr5r3yah5exlp6bvbo4tpmzzmp5nmrmc,7.0,8.0
zwin3dxk2tljuk6bfk5m3htqm5kwgxv2,53.0,5.0
zwjz3urcfnvyywip7ewb5fo3hzwv5vl6,49.0,1.0
zwo7vhzhm5ipgox2bhpi7zpmd7u3brg7,3.0,6.0
zzvf2xrf5sqcivl2yzfjtp5fz62lxtuo,14.0,7.0
