,tcl-version,turbine-version,zsh-version,adlbx-version,swig-version,exmcutils-version
rdylbmwpu7qrf2i7dalpeqxk5sxwesjn,5.0,1.0,2.0,2.0,6.0,1.0
rhguyrojakyaszrhsfly3b7szxigfrcp,5.0,1.0,2.0,3.0,9.0,2.0
rhzkxqftm6vfvg723vtayiujokxl7onv,2.0,1.0,4.0,3.0,9.0,2.0
rmomjfajl3nn5eiyqw53nlfcpa5s3oun,1.0,1.0,0.0,3.0,4.0,2.0
rr32xa7vmbe3d5orirva6tpawkxa3pzh,3.0,2.0,4.0,3.0,9.0,2.0
rtakdpsjyr6ssbzopbopefghicvgl3ts,6.0,0.0,2.0,1.0,3.0,0.0
ry77oswl6nrw5nlce64zzlmsvc7dkwdt,6.0,2.0,4.0,3.0,0.0,2.0
s27c7duts5goyloy254ddt7zzjhxd3zk,1.0,1.0,0.0,2.0,13.0,1.0
s57wwzapqlpykzgds6ppf7xitzxxcuot,2.0,2.0,0.0,3.0,3.0,2.0
s5cwsu4kjq7hejbsfxm3kgvkh2assons,3.0,1.0,3.0,2.0,3.0,1.0
sazgyux4rs4235xeowez7uazezqobb2p,1.0,1.0,4.0,2.0,10.0,1.0
sbt6g42cdxza7ynwq6swzbwnxdym6yqz,4.0,2.0,5.0,3.0,13.0,2.0
sdc76vfjgmtmxnxdhmobhdljbodkwwzs,2.0,0.0,3.0,0.0,5.0,0.0
sfikjomsb2s22rpyddhzevrhs5vay5ra,3.0,2.0,2.0,3.0,10.0,2.0
sg3tfpvswl5agnvfl6axrwif23wmdurf,3.0,2.0,2.0,3.0,5.0,2.0
sggk4mgqoiy7ht3mfaiqiiseq4rd5ds6,4.0,1.0,5.0,2.0,7.0,1.0
shycvsctlbjktj6ze5c4cxbl7icyz2ny,4.0,2.0,5.0,3.0,7.0,2.0
sliqmsegpbs4ozmkknhai4ojq77fycfd,4.0,1.0,4.0,2.0,5.0,1.0
sn3hk3e3u3p6nz5vt5ixp2zw7vvkqxoe,4.0,1.0,5.0,2.0,0.0,1.0
sncsvnmou4f535fmlnnvtgb3t6m2uj5i,6.0,2.0,4.0,3.0,9.0,2.0
spvzwruy6wiobt7zubz26mmfq5vpxnrs,2.0,1.0,1.0,2.0,13.0,1.0
swnyodqdwjeaf4tgqkbgxcbu4lyjsdng,2.0,1.0,0.0,2.0,5.0,1.0
sy7aav6apwzckw7gybwp6pvhnyoyh4lz,3.0,1.0,3.0,2.0,1.0,1.0
t34avpyctg24ley4q5tdulh6da7htwqa,5.0,1.0,5.0,2.0,0.0,1.0
t627queqthi26k4vmbtfuj7cmtdcjm27,5.0,1.0,5.0,2.0,5.0,1.0
t73jxr2ohsi7ph3rt6jceyw4ldjsg6bz,5.0,0.0,3.0,1.0,3.0,0.0
tcnihmxk2n3cfkuye7gbfhbug25bcoyu,3.0,2.0,5.0,3.0,10.0,2.0
tdivblek6pirvlnivwqvoyo4ukfa2mal,6.0,1.0,4.0,2.0,7.0,1.0
tdnvyjhppbeadeok2lb27h6myf3umi4i,2.0,2.0,1.0,3.0,10.0,2.0
tje7347wtrsr4uexgdj2upschp5kfllx,3.0,1.0,5.0,2.0,6.0,1.0
tlecs5sesf7aknou6es7jsu5dtwlvptf,5.0,2.0,4.0,3.0,10.0,2.0
tmgh4zuhj7qf7rb3rqewnadmhpx7rqyf,6.0,0.0,4.0,0.0,0.0,0.0
tom3527pczsqs52svoadiaydrlsf2l2m,7.0,0.0,3.0,0.0,2.0,0.0
tufc7zaepqefrqhb54yh6bqlo5ux45km,6.0,1.0,0.0,3.0,12.0,2.0
tuihtj6boyeoizixjlavmx4mzwbqeztf,6.0,1.0,3.0,3.0,2.0,2.0
twdmzxhhjgullqe777zapk63wa5rmadz,2.0,1.0,3.0,3.0,4.0,2.0
tzpblptcnfls4zguvx3xv7je7ou63h5a,7.0,1.0,3.0,2.0,9.0,1.0
uar6b64z7tpnawpxymcd3npxys245ent,6.0,1.0,4.0,2.0,1.0,1.0
ubsr57ipydtsbfjkgfpu7vczhuabhb7c,1.0,0.0,2.0,0.0,13.0,0.0
ubtolqyj6mhxqkq42hhuvmeh6i2uoui4,0.0,0.0,2.0,1.0,9.0,0.0
umupthbovmflyhnuagi5qc34rpea2maz,1.0,2.0,5.0,3.0,10.0,2.0
uogbkni32yetkiaoxfphwqrdgiiwenic,2.0,0.0,1.0,1.0,12.0,0.0
uq4qm35o74u7epl7oyojqjdsvgk64nqy,6.0,1.0,1.0,3.0,11.0,2.0
urwfp5fqohimhrytj4nhrap4a5fxwhn5,6.0,2.0,5.0,3.0,3.0,2.0
usongxi6risfvhypi2d3obswozp5lem2,5.0,1.0,0.0,2.0,8.0,1.0
usvr24wztbadcffkcpejv7feauiazkxq,6.0,2.0,0.0,3.0,4.0,2.0
uvdurcbabiidm7j62qwyin6mqbhkaiql,5.0,2.0,0.0,3.0,7.0,2.0
uvwror27zesns7pga6v2ah2upc6t6vmu,2.0,1.0,2.0,3.0,5.0,2.0
uwdxjryn75kxqmk62ewo3urv5ekvxrnu,1.0,1.0,4.0,3.0,5.0,2.0
uwzm6zwlhkwkoyeelkps5ny52ofo42a3,7.0,0.0,4.0,0.0,4.0,0.0
uzh25hxbg657tj2fp3sw2zwaxacxayah,2.0,1.0,4.0,3.0,1.0,2.0
v3cpzhf7hd6xgzt4d3sgw2hj7atftgeh,4.0,1.0,5.0,3.0,9.0,2.0
v7riu5wb6bi3gpdcgqwqzvu6iftcfkx5,6.0,1.0,3.0,2.0,8.0,1.0
v7xpa3xxemxpfxogcotq2ladiiln7klg,4.0,1.0,5.0,2.0,13.0,1.0
viek4ovgcxl47i3amdkbxmpe2puro3s3,2.0,0.0,2.0,0.0,5.0,0.0
viprdjbg563egtlgnktkyj4gz2sh42td,5.0,2.0,2.0,3.0,2.0,2.0
vqvxat2wbrvz2whr2ymz5mhptkksjc6e,3.0,0.0,0.0,1.0,10.0,0.0
vwlhcbczlkk7vldd3uulquyrd42shpa4,4.0,0.0,2.0,1.0,12.0,0.0
wb4qb4duj5w4cvfn3qs6ir2elx4yc4mt,7.0,1.0,4.0,3.0,12.0,2.0
wctp7c77pezcnq3dbpszbnaxyrikadat,1.0,1.0,1.0,2.0,7.0,1.0
wf3kait47guh7bo5hhycslaindxl5hcp,1.0,1.0,2.0,2.0,8.0,1.0
wfiplgk5j4qnwr67wtlsad6ai5zs4acl,7.0,2.0,1.0,3.0,8.0,2.0
wl2qzno7ztgawlcnq7652x3js5tmmcza,1.0,0.0,3.0,1.0,4.0,0.0
wmztjuf3zho2r7opfgwe4xpt2v2pcje2,1.0,1.0,1.0,3.0,4.0,2.0
wvh4wa34yfay45wkrdtadzifyznbprtk,6.0,0.0,1.0,0.0,10.0,0.0
ww625qvhlsh3s2yjywf6pmu7vndmlvw6,2.0,1.0,2.0,3.0,10.0,2.0
wxrhx3cxzk7v2hzvc3lueogfn4wzqtgs,6.0,2.0,3.0,3.0,1.0,2.0
wymwkaahw3djzviwxwpalnv5tbat5yfy,3.0,1.0,4.0,2.0,5.0,1.0
x2zyih4zmk6sbar4duwvxqieboe5ufgr,2.0,2.0,5.0,3.0,11.0,2.0
x3fkuxipqrjdhrc4sr5ejq2vtbxbiadj,2.0,0.0,0.0,1.0,1.0,0.0
xejawyjxir4ewtcsstomyfqpakh27eov,7.0,0.0,4.0,1.0,12.0,0.0
xflscdlazofmrbu5zav2lja6jvdf3zio,4.0,1.0,0.0,2.0,0.0,1.0
xhx4zxc63mccbo43lfmbd3uqrznkmnlw,6.0,1.0,1.0,2.0,4.0,1.0
xphydfypceuq765nm3iwohqnxcvhj4rn,5.0,1.0,1.0,3.0,4.0,2.0
xrofqf2h7lqb5rrv3fguodkhuocex2ad,4.0,0.0,0.0,1.0,8.0,0.0
xxiwj46zzomiwhf35get376zohqlmmeo,4.0,0.0,2.0,1.0,2.0,0.0
xyejslpzfmmjolb73tfcmjrsc5pbji37,2.0,0.0,0.0,1.0,12.0,0.0
xzygc7nq3l55srypnivah7ewv5kg3fqh,7.0,1.0,5.0,2.0,1.0,1.0
y3iigzxgcpcuo44xog2xvq24zfv7t723,2.0,2.0,4.0,3.0,13.0,2.0
y4keh67sf2njebeqr434ddzdrmxret3g,6.0,0.0,5.0,1.0,4.0,0.0
y6ejc4v7v32qlj5r6o4ercta43gekod2,3.0,0.0,0.0,1.0,8.0,0.0
ycwhvabdmos5vsqq5jgkbhz63asryzgl,2.0,1.0,4.0,3.0,12.0,2.0
yfdfbtn2qjiguxtppiabrkkp2vwdqlp4,5.0,1.0,2.0,2.0,10.0,1.0
yg4gftsrbzbw7ysx7oas2b4fzdxb6f5u,0.0,0.0,3.0,0.0,11.0,0.0
ygobjcb5mhniwqufx7mwdgud7uaacebt,2.0,1.0,0.0,2.0,1.0,1.0
yidu4oq5td4zkmiskyc4avjkyquzkdtp,3.0,0.0,0.0,1.0,5.0,0.0
yips5snklc22pqevgeouszoodc2t6nnk,7.0,1.0,5.0,2.0,10.0,1.0
yiz2rybkw7mnb62762yrltelqiutttzg,5.0,1.0,1.0,3.0,7.0,2.0
ykfagpn7tetunuulaj552z3bgymfs5rd,5.0,2.0,4.0,3.0,1.0,2.0
ylt573xtjnsxmxnfq332akndah77w2ow,7.0,0.0,2.0,1.0,5.0,0.0
ypzuqewmtoxt23zgpcqtd47udjhzi6ye,7.0,0.0,1.0,1.0,7.0,0.0
ytc66rrcer2nq5rv4dura7qafjbslolk,3.0,0.0,2.0,1.0,6.0,0.0
z5nvxlxgqmhunemwl74gcpugypavldju,7.0,1.0,5.0,3.0,10.0,2.0
z6efbwdktam7tzgi2ub6zo4xjzwxzgyz,4.0,1.0,3.0,2.0,6.0,1.0
zc72bladervmzknnvvkjlazg5sjsod47,2.0,0.0,2.0,1.0,12.0,0.0
zdwzzs37c6v47chbxynldkivyr6ymkks,7.0,2.0,1.0,3.0,4.0,2.0
zhiamkfpn62n5u5radj7s2ykhtokr2ed,4.0,2.0,5.0,3.0,2.0,2.0
znv3ci2yilyxtnsbz3glm36xybdiuyej,5.0,2.0,0.0,3.0,11.0,2.0
zusoa5y5zkhg67trgzzy47dnohpufzur,2.0,0.0,1.0,0.0,3.0,0.0
zvb7ihkft7fxae3tdeu5fwpl7p7qscb7,1.0,1.0,0.0,3.0,12.0,2.0
23763wyjdy57f6nfa7h6supatyiq46lf,5.0,1.0,3.0,0.0,4.0,0.0
25q5ad6lejarmeeyp7nm437kp6wachxw,7.0,1.0,3.0,1.0,10.0,0.0
2dwpro7r4uomm7tnrhdd6g27jskg7mum,5.0,1.0,2.0,1.0,9.0,0.0
2g5w3xxyqm6c4b33wrhzizlwsenc3jf4,7.0,1.0,2.0,1.0,3.0,0.0
2huclvkivjl3gx3jbgplcahxw4ocqqyf,0.0,1.0,1.0,2.0,11.0,1.0
2kvsr2233simfaoh5b7m7rt7466tuddj,2.0,1.0,2.0,1.0,8.0,0.0
2o5f6ddmh5uvor7seesjflhfhzu7tina,2.0,1.0,5.0,0.0,1.0,0.0
2tnnhtz27nixm7xlhbpxfdamoh7zuqli,6.0,1.0,5.0,1.0,0.0,0.0
374wkc63ost6jjwn2yo5zdm6f5c5tpn2,5.0,1.0,5.0,1.0,7.0,0.0
3c3hyiltnl7lhty6rcqaf5tja6rsq43r,7.0,1.0,1.0,1.0,10.0,0.0
3csq7w2hogvkmwdepk2mj752lzcmyyl5,2.0,1.0,1.0,0.0,11.0,0.0
3dxjzsfwrf5uqtwmxpwchserl33hk46j,6.0,1.0,5.0,1.0,4.0,0.0
3hr47pjmqlbjtxzidrkdbppjvcswjhz4,2.0,1.0,1.0,1.0,7.0,0.0
3l7sn3xuqmsjtc2r6ch7zrtushr4xtxt,7.0,1.0,0.0,1.0,8.0,0.0
3ommsrtm5uxvqkjlaacnecmsvmyroiaz,7.0,1.0,5.0,1.0,9.0,0.0
3oxtfreh76rur52ysqq74msuekwq4q2a,2.0,1.0,5.0,0.0,9.0,0.0
3u6wbthx2qlsylybfjmcjwflbdeajhnj,2.0,1.0,4.0,0.0,11.0,0.0
3ypjpsfu7gcl5twzwkuqzw6vjyylw2qv,5.0,1.0,2.0,0.0,2.0,0.0
463ovhgypr5chmjbfyqeihc7q2lfbs25,5.0,1.0,1.0,1.0,2.0,0.0
473xqfkafemlnff3y6msa7vleuknckdo,0.0,2.0,3.0,3.0,8.0,2.0
4fhgbu57yutiowkacqmqvzdof64u73ix,0.0,1.0,3.0,0.0,12.0,0.0
4icqgi5ienho5yb4u5lni2tkllwojska,3.0,1.0,1.0,1.0,6.0,0.0
4n727noouswx6bgf74f5cg7nw4g5zgxn,2.0,1.0,1.0,1.0,6.0,0.0
4ugxogqtzffezngpdfnwr3fsrads3wdy,0.0,1.0,5.0,0.0,6.0,0.0
4yaxiwb7rqtkwzaad4q34gutulfiqwud,2.0,1.0,4.0,0.0,1.0,0.0
4yf7bckemp7sz5sain4fxgkc5p7rorol,2.0,1.0,0.0,0.0,8.0,0.0
6ioisiw4gwrcbyddbwt3kepb2fk3upxt,2.0,1.0,1.0,0.0,0.0,0.0
6sg4b3bjijx5nwbnts2evg4wxc3gvjxo,2.0,1.0,4.0,1.0,3.0,0.0
6xwqle2qq5pxf3ucrwlee44uglei6kde,2.0,1.0,1.0,1.0,1.0,0.0
74fgvhmu6zfqavvbfilywk2zpasbjyc7,2.0,1.0,2.0,0.0,6.0,0.0
7b7nldgfc334ico7jmrle5akxufjqe6n,4.0,1.0,5.0,0.0,13.0,0.0
7jzvufmtnq6ejfnree7mgqde7w2tptra,2.0,1.0,3.0,0.0,10.0,0.0
7nmyiox2hkfpf5u336mptn3kf5z6ms7r,3.0,1.0,4.0,1.0,10.0,0.0
7o4yfvedssnjmanjxyajiop2jgbopxcd,2.0,1.0,1.0,1.0,9.0,0.0
a4xwbeklp3z7th5rojolo75yqaauqsgd,1.0,1.0,2.0,0.0,0.0,0.0
aa6qyge7443tzcisxtaj2baucz6fix5c,1.0,1.0,0.0,0.0,0.0,0.0
aiqqjpzzwrpy7zlq7xmsqgupzltvmetz,5.0,1.0,3.0,0.0,13.0,0.0
aj2tr3x3yjzx7kqajb6efnbbs2pb6yji,5.0,1.0,0.0,0.0,11.0,0.0
al2dxilbp753j5pi43e3zlhwd3s4dte4,3.0,1.0,4.0,1.0,8.0,0.0
an2jozi4wvl5w7cof54ei2hdt35bts5o,2.0,1.0,5.0,1.0,8.0,0.0
an6k57mq7myxentfbfz46e3dgdw5me6r,0.0,1.0,5.0,1.0,9.0,0.0
anzcgyvplqbycowlcus7cmy5bdihltni,5.0,1.0,3.0,0.0,10.0,0.0
asiuwpmcbeeyjo4kym2yeab2ujl7rmk5,0.0,1.0,0.0,0.0,11.0,0.0
au7rbdcgqhwadczoboovhwet4u3pzdcz,1.0,1.0,2.0,1.0,12.0,0.0
auxrmr5xonulveirvns2igahpmxsp7ui,1.0,1.0,4.0,0.0,9.0,0.0
b44n5mee6wxzaoipqe365u45dolrp2bj,0.0,2.0,0.0,3.0,3.0,2.0
b6s5lebtgykuppaip53dq5cydz6gccxd,5.0,1.0,5.0,0.0,10.0,0.0
bbycnb2odayibr4vuuw42isll26oauq3,0.0,2.0,5.0,3.0,3.0,2.0
bmz3ijsu5penu24h2bched7rnabykba6,7.0,1.0,1.0,1.0,9.0,0.0
brj7jgn4hyerc6mjwipstezdko6kqll5,3.0,1.0,2.0,0.0,7.0,0.0
brjctt3h3vwn26imdgolwc3h7qvc7fmo,3.0,1.0,0.0,1.0,6.0,0.0
bs4xwrpp6dwaq4piovuvenr3xx3qcdak,4.0,1.0,3.0,1.0,7.0,0.0
bxo2jasegbhgjlfqpmfyjy7vtsekmozu,0.0,1.0,5.0,1.0,12.0,0.0
c6ub3v4lcf57zcrl3zks4kxuizx3sl6n,6.0,1.0,1.0,1.0,4.0,0.0
cfkngv35brkx3ee2i7pblbuygandsmgy,5.0,1.0,5.0,1.0,10.0,0.0
cizhnfaf563utqzozx4banl67p32dgqt,6.0,1.0,1.0,1.0,3.0,0.0
cow6vmkrnwztsbclatnezvkuuvxifo3u,5.0,1.0,5.0,0.0,9.0,0.0
cswc7wmxfigga6viv3tr5vgjo45by6ee,0.0,2.0,5.0,3.0,10.0,2.0
cyhvzsuaahx5epxp37hoejnz6yup33mo,4.0,1.0,2.0,0.0,7.0,0.0
dcpyv7rgdoxlnpa4kjnptcjoykue4blb,1.0,1.0,3.0,0.0,12.0,0.0
diaaittpietf2itadkfeqvvlqa4gcqhc,1.0,1.0,4.0,0.0,12.0,0.0
dq2unydffe6xu6nkiwcp7mmostr3kzpd,2.0,1.0,5.0,1.0,2.0,0.0
du6y7w5yo6l3vzs36ireusbvxmqdnawf,7.0,1.0,3.0,1.0,4.0,0.0
eaqmn6lvhthl4lwbyx6gnq7zuiw47pun,6.0,1.0,2.0,0.0,8.0,0.0
eipsnjdzr4rs6lh7puxf45z2wdzwt2js,0.0,1.0,5.0,1.0,4.0,0.0
ejs4xqvdadkyolanlvl3figmwghafagc,0.0,1.0,1.0,2.0,9.0,1.0
ek2s6hpbrg5s64a3haimvdevgicbyr7n,5.0,1.0,0.0,0.0,10.0,0.0
exbdvo5njuevulh3h2ur6gakadjn5k7t,4.0,1.0,5.0,0.0,11.0,0.0
f26bmdsw3dpzivc2ow52kpdl4rz4unip,0.0,1.0,5.0,3.0,8.0,2.0
f7wylkfbw7nxair5hgphf2e6geq6lfzh,3.0,1.0,5.0,0.0,7.0,0.0
ffvdoerfyquusmtr4parvozsj6ln3mqk,0.0,2.0,1.0,3.0,0.0,2.0
fgi5sy4m2r7nj6xwwwh5wakc3ccn5tpt,0.0,1.0,5.0,0.0,10.0,0.0
fs32fthm5mbtbif7cvgjon4gq6r2wyfp,7.0,1.0,5.0,0.0,7.0,0.0
fxihh6wqp77ecmgyf2msqg47yikzb3vj,2.0,1.0,1.0,1.0,10.0,0.0
gbatg2qfqacycvu3xkhif575w5646eiz,0.0,1.0,4.0,3.0,7.0,2.0
gcdmdy6pjlh45upo6tj76x2fxfx2mggq,6.0,1.0,0.0,1.0,4.0,0.0
gm3d7vilsx7jkg7l4ipxgjw73xb6hj57,3.0,1.0,1.0,1.0,13.0,0.0
gscmq6rxuailnsknmkuapbunkdmk6yqm,0.0,1.0,3.0,2.0,12.0,1.0
gwd5jtgc5r7wtp2vlf37nwk5cxzjsewf,3.0,1.0,5.0,1.0,10.0,0.0
gzh3uluewr3ljibu642s2tvms5olxkou,4.0,1.0,3.0,0.0,0.0,0.0
h5uiqbwfxdcvmars4c4gd7eh26fioxax,2.0,1.0,4.0,0.0,7.0,0.0
hazjofw5ucvaadjpjnzavfzeeh5unxdp,5.0,1.0,5.0,0.0,7.0,0.0
hewbteug7vqyi5tbrvoyox35fgaqemoy,5.0,1.0,0.0,1.0,9.0,0.0
hgacebuxehui5t6ww4uq2apaci4a6pql,2.0,1.0,3.0,1.0,4.0,0.0
hmz6pfdyjnorwjg2eywtmsw46o2nnmgz,0.0,1.0,5.0,0.0,2.0,0.0
ho5ymuoe3nzfhysrdrdtk35n4wka7ygq,0.0,1.0,1.0,2.0,10.0,1.0
hrpax7o53mkctw3tqnicxlyd3gx3fqrr,5.0,1.0,4.0,1.0,0.0,0.0
hxipfs44rpb5nqtv3fws4aiwwgabovbs,2.0,1.0,5.0,1.0,10.0,0.0
hzydk2eekjiiddddxnvy4clhaheyo6sf,7.0,1.0,2.0,1.0,1.0,0.0
i2c2i6nnwjuxakgnjx5lr4cyhulmlwmi,1.0,1.0,1.0,0.0,2.0,0.0
igivzcll32sldflxcfivda63u3fhulbz,3.0,1.0,5.0,1.0,4.0,0.0
ir2ura5ps6nxhnhbg3lou2jvv2fzzjkz,0.0,1.0,2.0,1.0,10.0,0.0
iuinf2l74r5zpx6hbwpq4v4rx5jjpdk6,1.0,1.0,2.0,1.0,10.0,0.0
jbbgnt2srl66beg3dtau36zsxltenez5,1.0,1.0,0.0,0.0,10.0,0.0
jcrhchhrftrrt2cdhfzznwrsxcpw3hhf,6.0,1.0,0.0,1.0,3.0,0.0
jhmowhowlw7xjzp2r3r6fawhc7kktnlt,0.0,1.0,1.0,2.0,2.0,1.0
jmanomshtj765xez5zrlzy4uurmodnlr,0.0,1.0,3.0,3.0,8.0,2.0
joyxizvazki3we6nvarjmvcyn3rxy7cr,0.0,1.0,3.0,1.0,11.0,0.0
jqdpbhzramsbfuqgzdpuvsnvgx5toapc,5.0,1.0,2.0,1.0,4.0,0.0
jvw5b67rjyukaqxqcdl4fr2mev5jlfu4,0.0,1.0,2.0,3.0,7.0,2.0
ke7refzhsnasjr64o5tu2on2253rqpez,4.0,1.0,0.0,1.0,5.0,0.0
kgaem2jtcxo5teqzcsrx7i4ighh7avtg,7.0,1.0,4.0,1.0,3.0,0.0
kod6upq3y2wvqcrmpvdl32gzsaszd3iu,0.0,1.0,4.0,1.0,13.0,0.0
ktyb5dxxyfgqj2d7abwdh73n63s2rmaz,0.0,2.0,5.0,3.0,7.0,2.0
kvxe6vscxs4sxruuxmwfxzzaxxnc4e54,0.0,1.0,3.0,1.0,4.0,0.0
kz3toz73l5yyejwk3u5njfkzay5wadul,0.0,1.0,5.0,1.0,1.0,0.0
lfahqd4wmavhsl4jvtsxzwhpvqtimido,0.0,1.0,1.0,1.0,1.0,0.0
lpmyvuq2ztay3mltb4o2ne2dubudjwul,0.0,1.0,5.0,2.0,10.0,1.0
ltkyncd4cczv4qdh4ebd7y7sk77o6z23,5.0,1.0,5.0,0.0,12.0,0.0
mdtbvqvnftcvnj6yvwtak3okpvy2zyyu,0.0,1.0,5.0,0.0,13.0,0.0
mdzqe6p7duqpoehdoks5rm4jalogfc2o,0.0,2.0,5.0,3.0,2.0,2.0
mpe65atkhbhxe25ggzcbnwsqud3cctts,6.0,1.0,4.0,1.0,0.0,0.0
mq6k4onhr6v6aqvnl5gcccspfdzt3bjk,2.0,1.0,2.0,0.0,13.0,0.0
msiqerjm7teuqqxof4d4jqzvq2rexist,1.0,1.0,4.0,0.0,11.0,0.0
n6cc6mdot4pt2zvcsc3k33ix57txmhjy,7.0,1.0,4.0,0.0,4.0,0.0
nbmc5hhw6efslnp6vpiftpbo6bx3x2dh,2.0,1.0,3.0,0.0,8.0,0.0
nfatluyuq2peyd7cnqmq5gjwsx47hdp5,6.0,1.0,0.0,0.0,10.0,0.0
ntt6vry2eznqw36pkx7meltcpzo7ciri,2.0,1.0,5.0,0.0,6.0,0.0
nwnsyxgin63x4etggggc3y2ip75cutiq,0.0,1.0,1.0,2.0,0.0,1.0
o2lmwqezuuqwnr6xt6esiep75wueyf2h,2.0,1.0,0.0,0.0,2.0,0.0
o3pmqcehccxmv2h4uv2gsrrdggk3egnb,0.0,2.0,5.0,3.0,0.0,2.0
o7vzzgam7kndnfyxijw3mdxlxs6u5uk2,0.0,1.0,5.0,1.0,2.0,0.0
oarvlxgl7isnbthbiufxf6nnn6qmybbe,5.0,1.0,0.0,1.0,13.0,0.0
obupj57xykmwrftvpzsmr4uomrzxjv5g,0.0,1.0,1.0,0.0,6.0,0.0
ocuocgnofjpuwcb5lgxmypndhdycimxk,1.0,1.0,1.0,0.0,5.0,0.0
okrtvqatzr6c6kizl4ynpwsf3cyhw362,0.0,2.0,1.0,3.0,10.0,2.0
ot42wxkopet2hkimfaawoihloeoofvkx,2.0,1.0,2.0,0.0,0.0,0.0
ottkxgds5jmlk3tt5qbobkpzrjq66vjo,7.0,1.0,4.0,1.0,0.0,0.0
oufszcgk44b64734kbt5tz2te77rvh4r,0.0,1.0,5.0,2.0,8.0,1.0
owuyrwb6ycg7te7wjbl53wkdzg5sqfdb,2.0,1.0,0.0,0.0,4.0,0.0
pezvbftheu7a56matu5atn5jveczbjcb,7.0,1.0,3.0,1.0,2.0,0.0
pf4tomsdsti7fe66bz7rren7u6o4lete,6.0,1.0,5.0,0.0,10.0,0.0
pfc6qtqybll522qvm2dycc7sugl5o3su,2.0,1.0,0.0,1.0,2.0,0.0
pkm4m67cw7ja5q3z5mbpggogp5ioti6y,0.0,1.0,3.0,0.0,1.0,0.0
pshoxvuicobkr422qq5lbufh56ajiheu,0.0,1.0,5.0,2.0,12.0,1.0
puzhqqi2s6qryt6pk4zugjqrtffep4dy,1.0,1.0,3.0,1.0,12.0,0.0
pvae2xlwablzumwgljrcgsrxx4xdgdlr,6.0,1.0,4.0,0.0,5.0,0.0
q2awat2t7errpivau7hw6zqalj363xse,0.0,1.0,3.0,2.0,6.0,1.0
q4fyjh42aeyay7tzvc2r6s2p23cy43mp,7.0,1.0,0.0,0.0,9.0,0.0
qjwct5xbcqs3cdoovmu4uhkxbxn2ephv,1.0,1.0,3.0,1.0,11.0,0.0
qn46kxpupvmfgm46sijezob7zvu3pf36,3.0,1.0,3.0,1.0,0.0,0.0
qoqxnzlgddcaqxysxn3zeqoivwxyhg7e,7.0,1.0,1.0,0.0,8.0,0.0
qrd3lu3x5uuvnikg3apns6misbq634ey,0.0,1.0,3.0,3.0,7.0,2.0
r2sw3afcfsyt7ntydsdqro4irsycgop2,1.0,1.0,5.0,0.0,6.0,0.0
rbj26bqhoucmzna6viyjeomo7l3kbasv,1.0,1.0,3.0,1.0,7.0,0.0
rey2tcdt3crmsofe62qnwpdmuzpe33pi,3.0,1.0,2.0,1.0,6.0,0.0
rgl7pdtejyetf5i4zum7whujumqmh3jr,2.0,0.0,0.0,0.0,11.0,0.0
rluztjpq7t3yl4i55wh2bfsntm3kpflx,4.0,1.0,4.0,1.0,13.0,0.0
rqdlfglpjpx3naxqftdflgvpzhv3kqln,0.0,1.0,2.0,3.0,1.0,2.0
ruuah3ky5b5nbeippsshilxq4sdt57wh,0.0,1.0,5.0,0.0,12.0,0.0
sep6vpv6fbiijeymujjzjnstbo4mfdl2,0.0,1.0,4.0,0.0,11.0,0.0
shdb3cbdmabbiyrwrijhsexobfj44hrp,0.0,1.0,5.0,0.0,1.0,0.0
sn4v2qdkgsi4acaotwrdjytr27z4wgzw,0.0,1.0,1.0,2.0,5.0,1.0
srgmmv5mszf5gsbsow4fwlw3aabehikg,0.0,1.0,4.0,1.0,1.0,0.0
swzn6kc62lilw75re7wclhc3dj6w4nmk,0.0,1.0,4.0,2.0,9.0,1.0
t4zgd4lypsy3xnu2nazgflufzfpht4al,0.0,2.0,5.0,3.0,13.0,2.0
t52ksby4tfpwsu4sz7ynzzqsf2yzgr43,0.0,1.0,1.0,2.0,3.0,1.0
to6kqsjeqsqrq3wg7mes5mirq4poyhdp,3.0,1.0,2.0,1.0,1.0,0.0
u3iwkq6jy5tdojvh27d5fvwm7yeubbpt,5.0,1.0,4.0,1.0,6.0,0.0
uaiomigb6anmfpwaazapbaz3kgdezi5s,3.0,1.0,5.0,0.0,1.0,0.0
ud3cs67fs5rdxjaiza7s4blboaaqfeue,4.0,1.0,2.0,1.0,6.0,0.0
uiic4qns5urmi6rzdyctl2bg5u6yoede,4.0,1.0,1.0,1.0,8.0,0.0
ujaebk3qg2lljadcqvmr7l7e6vzswax4,7.0,1.0,0.0,1.0,0.0,0.0
umxs7ytqk4srsqhcadsvcdk277ggifj7,6.0,1.0,0.0,0.0,0.0,0.0
urtuhsu2xzhuexzghnj652niozztc6zi,3.0,1.0,5.0,1.0,2.0,0.0
uwrnoseax5bqpygsr76tsbukxe23aoms,7.0,1.0,4.0,1.0,7.0,0.0
uya4eu77uaxfze3kg7s3hqyr4qehbcn5,3.0,1.0,0.0,1.0,12.0,0.0
v4bp4z6ybqm4yse7pt7fcg4kgrj7nvtd,3.0,0.0,2.0,0.0,12.0,0.0
v6zbrzzysndeictwt4q2ntgixwh4je7p,4.0,1.0,4.0,0.0,4.0,0.0
vcjeb6ba5rpoe6exvbnlitwsfprkkai2,3.0,1.0,4.0,0.0,1.0,0.0
