,cmake-version,sz-version,zstd-version
pl5xfcxwfad6rr7lwkyymhvmomb5lqgw,15.0,13.0,12.0
plcdttrywiv56thl4st5xhcf6hkt7hcp,46.0,15.0,11.0
pp4aevtxs7cqibyovzmq2zafxi6vpnbb,45.0,9.0,1.0
pphbnt2xiui2piby2zxktnv2knmgdjx6,37.0,8.0,12.0
pqv3armazhihgaqsknpejjvccas7m5ds,20.0,7.0,11.0
pr5vqfijujmuih3cgaw4n7rn6qgsuvsy,25.0,14.0,0.0
priazxg7l5kcua7rxbts7erel3zxgduj,24.0,9.0,5.0
pujlthbfg4fqaxplhpltv2ni4xeu5v7u,2.0,16.0,11.0
pvenmfzldu36wdal4w7au7zgurn67cvv,16.0,15.0,6.0
pw423k3uycqqvfohf2dbhpjflqxri4hp,4.0,3.0,10.0
pxb3f344d4cm2divp47pr6vbg4gsbcsz,21.0,12.0,0.0
pxlqlghm5gzt2uwnuhkq4kgjvohfqyrs,30.0,17.0,2.0
q4ionvijy2ea2vab4opivfv4bcocygsi,19.0,13.0,7.0
qafxfcjcl6h36m3w4aqrdusunskfqnw3,31.0,4.0,7.0
qgbmbt4dj3cnixcloycdzaxariwtglml,42.0,6.0,6.0
qhfuc5jdi6af26fjtnv2rbvnzz5pjao2,33.0,18.0,0.0
qiey44lfpyp6roodj5psygaujzvo54ho,25.0,19.0,5.0
qkfe3iifdcdw2bcljayyn2isntah6dcg,25.0,4.0,1.0
qktqpnfvdnud4ryyjlckkixrtm7apx6g,30.0,20.0,4.0
qogpsubqeqo4elzuquuq7w3rplexboew,6.0,5.0,12.0
qpefhyssnjn232nwdyst4a3irzkr3ftg,23.0,2.0,2.0
qrdhaibwitfekok5uqzpmc2cf5jsm5hx,45.0,7.0,12.0
qrro6ieutbrv2ts2exy67p2brssor4eo,21.0,15.0,0.0
quieugojxtoqdyslirox6tqkyj4uifv7,9.0,19.0,9.0
qzpvfbh55yt2z7wg5zxix7cr3cemnqwy,8.0,10.0,0.0
r22ex3pzaij2rpkvpeiofmrkpnsovcci,10.0,10.0,6.0
r2yivmk4aspmhewdeb47h5am54v7b7jx,4.0,1.0,11.0
r7leragkmlwj6m7xfkqkpiifseujvj3m,29.0,6.0,0.0
rb43friul6ptnze3qdhihzv5okjl4cyr,27.0,12.0,1.0
rdbmkqzh6l7euiqc2n5g7jjqxlassejd,26.0,6.0,11.0
ri3lavatdrxk4bjypwq7uoylxnax5bf3,20.0,10.0,7.0
rjjcgheyc7ylmhndna5mbiujddyua4t4,41.0,1.0,3.0
rothrq6thnqjaydnhmajuh2hrvhvypxi,26.0,0.0,11.0
rrgceaqxumase4bjthgewwb2bomp6wyg,8.0,1.0,11.0
rsqdqn5phkzejoc4gr56ypexq7ffbyog,15.0,8.0,11.0
rtihot3omtjf4cj3v2hfgyt4724iwmnq,29.0,12.0,5.0
rzmdepou3zszqk5xkxf2sie5rt44zc6i,15.0,16.0,3.0
s2d33wbt6k5yqahdujf2g7gxxscuidmc,22.0,16.0,1.0
s6mko4cfnfjnrkj6tvijklpxnxdwjnfl,48.0,0.0,7.0
sd2icd43fxcju6mxkx7cvwqb4npmmity,44.0,8.0,2.0
sefiqddug3c5vlrtsmlifgrdlx6dcsfg,27.0,2.0,7.0
sfpsaxvt7yjrjuu3ycjkegafynqwcag5,28.0,16.0,0.0
sfwdj3nqhrw54r7fcaj54r6q67hgxnap,48.0,20.0,4.0
sfzkzqjehyyz6oa5ysqzbxuqubgd6rog,14.0,10.0,11.0
sjfti7pueasdnle6xjmgimezsccecubd,34.0,0.0,0.0
sjud464svsvw3dfqv6pq4du3tm37xuqi,47.0,6.0,0.0
smyrf552axdbr6se2bzrshzjdca2mfcp,39.0,11.0,3.0
spvdsqqhguwwhewxehjepc6gkyosew5l,28.0,11.0,9.0
sse6qradq2xka3oj6i62ougd2u5524j3,7.0,20.0,6.0
ssm3w5flsrjk276wfag57g6dr6kf7qzq,19.0,3.0,0.0
stdgrkwdfvkkkuz3bw4f7yayim6n2dos,14.0,15.0,5.0
t2375pt6ia6yb2cgmmkdoeoz7mhrke3k,35.0,9.0,11.0
tazxzqddj4mgmygjm43k26cyv3obkedb,45.0,8.0,7.0
td3dqc32tqe4jacxh24dmtonmsyiq3o5,31.0,16.0,0.0
tdccwnqriidppzq66iu2wl2odoyciqdq,48.0,0.0,6.0
tgjm2hgrrsoafk37m2tu4yz6mcbu4fid,2.0,15.0,7.0
tgqjmoiacqfyvpbeomgs7x652aduxkc3,47.0,17.0,11.0
tgqkirz3wssdg4saqfahaqqctu2acidi,45.0,4.0,5.0
thiaxin6nbf5avwbmapcls6oaikvkasf,32.0,12.0,10.0
tiqnz24sk6rod4un2b4oafsvwa4j7574,48.0,5.0,6.0
tl5u2e7g7pkqt5ornotoihc23mbxbg4t,0.0,2.0,3.0
tmcyfi7z7dbto6xwb2ucke2marx37zf5,14.0,8.0,2.0
tnwkus5b22jvk2yklgdl4yvohm6s5dyx,14.0,8.0,11.0
trt77brwp6cle5srkzytgkbu5hb6ddga,22.0,14.0,0.0
ttrjtzhjoquewl73czydqii4nd4mj7va,29.0,15.0,0.0
tuo2vq6n4qxm4c4qmels7tmqhtw7qzat,1.0,3.0,4.0
twpt6hbcxqr6crqw6i3m2nygqtls6ivl,27.0,15.0,11.0
tzunsjap7wnilv3ooflxlvl2ak2sqgro,48.0,12.0,0.0
u2qjg2ns3fa654pknxattkwsnjxcdhfq,21.0,10.0,1.0
u3ytaqinvq6b52ncxn7nzcq4rooyciov,9.0,20.0,2.0
u57ejqqf7ilt3kwlsriwu6pvpeqtojay,41.0,12.0,8.0
u7sbwdv4x7nj5dj3us5qogd4ogrzuqsj,22.0,0.0,12.0
uckek57lxi6nuno7o6t6r5smexnznbzx,30.0,0.0,3.0
ugmdousqzpbnjkqlbkv7budluwhahcei,48.0,14.0,11.0
uk3ni5dg6crcjjwz5zndof5x3u73wgu5,7.0,12.0,9.0
uknuwny3h4hezlra6cmj3mxait53373r,33.0,15.0,8.0
ulskizpfbhe7nnv5thyvdqdzsswbebua,5.0,8.0,8.0
unm4wj7dvpulcfsv24sqltj3madiy5vz,47.0,10.0,11.0
uo35pkvfw6qhyjzbptnf2uqpad7zdn2s,34.0,14.0,4.0
ur72blbie3tv6w3jookul2gww2ljvxw4,17.0,14.0,5.0
uvblugjbbbrmhjiyhhusxh3o7hgdjazs,27.0,11.0,8.0
uxapjcxnczuoszdv5esx2tk6entop2kr,45.0,15.0,10.0
uxooxcd4fw7kdrignjuwfuyj3or5vyy7,36.0,15.0,11.0
uyei2nuik27eklpyp76y6hdsmzjgtqwh,26.0,11.0,9.0
uyyailijp3zlflteifjzozcz3ydschib,5.0,16.0,6.0
v3bzca4ssrekzg2ctlgivo2uz4ia75x7,7.0,14.0,9.0
v3u4fzifgmt2yvdoazuf25zx3rvvvuvb,13.0,9.0,9.0
v4cqf4kwpe6vcer7b6he7ymzsehcwssn,0.0,3.0,10.0
v73tsg3tbxvfvbwyigzkb7jzuoxs54nt,7.0,18.0,5.0
v7mtwx76ebxk7qh2umfrrxuktrszsths,33.0,17.0,11.0
vam5ztobafkt5aohpiqzo33fg2jkdbwu,10.0,9.0,7.0
vhcixziq4aeh7jtbkvgaj3ptu3u7jyjj,41.0,15.0,3.0
vjuxkjwgb75rvor6ziytuayfqjnq5ska,7.0,5.0,11.0
vl2sly2o7novwy3zmdujd4ddkowiyw7z,16.0,15.0,12.0
vmwa4rajaqvkd727teg7q3it6o6kumrd,46.0,7.0,0.0
vn7n5t5fd27eizqgqtb3juvx5mxktknc,6.0,16.0,12.0
vnx4xf5dfgzf6l54dm5durq353s7hbwl,26.0,18.0,10.0
vpb7j6qrgju2ofi6fvnmlgmhjgckxxv5,46.0,15.0,10.0
vpqzgyqsuao67fd4d2qy2f7xk56erjw7,16.0,15.0,11.0
vq7docb3s7xy63co7c5nt7ibbmyjsx22,31.0,12.0,7.0
w26h2vfloonvx63zhz3er6bk5llz63zt,41.0,7.0,4.0
w36nu5trglwe4n4aj57lmgtpadzjnuhy,26.0,6.0,4.0
wbqghr25qzr6hohpzenrde3mwojrfxrr,48.0,16.0,5.0
wcuj3vxrolngiyjudhrbk6dh7gzcqbdu,2.0,13.0,5.0
wizvqghcouy54k47jgyxv6ihux7hg2et,1.0,12.0,10.0
wpkrbr4khvzvjtorpvnpytev3gvqacum,1.0,10.0,3.0
wrxisqie5eorig4urtfjbyzberunwdgi,46.0,4.0,3.0
wrzc36dcvsshb4s3doyczt44sjtlxljz,43.0,0.0,10.0
wy7kq5zhhqaa65obss5htxsgmfstrlhn,0.0,17.0,5.0
x2thad2spg4lsvvdwylhy3dl5dkedxd6,29.0,3.0,0.0
xgnfezjwriwbrrwwenfay5fbrwvabx7u,0.0,19.0,5.0
xqart6yezbjcxzoy5geixxfyq242wmrp,35.0,18.0,8.0
xqsj3rbtfbvcsk37th6n667ihvbsmfuk,24.0,7.0,8.0
xthyipwnxodaw73n6f7gi22j7qncva4e,5.0,14.0,8.0
xxuqfn73x4y65hlxhqejb7ddf4ff2rfh,8.0,10.0,6.0
xysfvugo6btl7y7bkvyoshygl7j5bf75,23.0,0.0,3.0
y2u7sof6wcue3ckrqrq4m3iuj6ds4l54,4.0,16.0,9.0
y4cogg22ad5vv3mymansi26srkszakpp,25.0,14.0,2.0
y4tajakueg2axhqoicgzczztmgqoxiln,7.0,10.0,11.0
yagxsk4ybrghgairu2zl45nuvokvz4kv,9.0,9.0,5.0
ybe7vfg3cxlgavveh6wrpctqdauan7lr,4.0,15.0,10.0
ybqzwsah4wqn4jy2kxcehluz6dmqfmdn,33.0,15.0,12.0
ycu3brtlpfzzpx5vttoqhjjbbzyzw7o6,9.0,3.0,1.0
yd6nf2wuwt5ej7jron2e2kngxmtw7wrd,12.0,3.0,10.0
ye57jp3u6e4ovsr76kjo4c7uq54cuxxj,47.0,1.0,1.0
yfd3w7jyfaw3uvbeirhwhqhawdggttbl,48.0,2.0,10.0
yfdbwuiit6vtbtyblfhkhx44yglwffjo,20.0,5.0,10.0
yfifkqfzfpf5w23wea3klo2mjeaiuxca,41.0,8.0,5.0
yglh52mqinsn2cmj3zzeixgnatmee2my,14.0,9.0,4.0
ylxk67qaxjemxzmryas2efiokwipflyb,24.0,0.0,2.0
yn4qnpdjri6gui576vuz7tn6t2wvgmqk,25.0,15.0,2.0
yoqzw7fti7n3znvb3qi35bw6jg64qxfl,32.0,2.0,1.0
yqvmvfewq2ohpe24wzsoc5rms3bx2jjz,10.0,17.0,7.0
yu6qcb2xkscdg3pbxws7v3wks7qqanci,8.0,9.0,7.0
yuvs7abklslsgyseiiexrwfywcpk4bcu,24.0,6.0,0.0
yycyo5xcpne2aeezufizlys2znlsnfri,32.0,7.0,6.0
z23ktld4dx6xv62gyucllyjrp7ezjaxb,15.0,14.0,11.0
z7zd5denbcisvobdm7hev4qmgngsrnel,19.0,10.0,2.0
zb6curooeq65k2jsy6udrj7pz2eqr65w,23.0,8.0,11.0
zcjisptmr6tnzjfe6xjq5a3gww45f26q,43.0,3.0,5.0
zkbex4dvw6k3txemylizizzmogcaqkpl,13.0,15.0,6.0
zmxsiuasulwmd22m5x6xnkxmoocq5tnn,28.0,4.0,1.0
zo73dffb6yji6zwy66lktoescqfzjily,7.0,19.0,11.0
zq6wwoshgwgqdqbdgq25csep2l5uqqf3,20.0,13.0,12.0
zqipduzkmppjbs25jo23ephbpp5axnyb,39.0,8.0,4.0
zw4arm4ma2lwkz22rqz5x2xlt5jdyvmi,41.0,10.0,0.0
edwssdw3gdwqiqfikoynl64zisbsljew,4.0,12.0,11.0
oiagqrt2udixpkokxqp6h2bsal6qmrxz,17.0,16.0,1.0
q2mxac23avbrlak5yfawjuief2nsoase,2.0,20.0,3.0
yo6tvlmsd4zeyudn27oq6sfv23sf2agh,48.0,15.0,2.0
